City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Weather description
45,Leningradskiy,69.3833,178.4167,-20.67,91,22,10.09,RU,2021-11-28 05:38:11,few clouds
46,Nanortalik,60.1432,-45.2371,41.59,98,100,12.48,GL,2021-11-28 05:38:11,light rain
47,Narimanov,46.6927,47.8498,39.11,81,98,9.78,RU,2021-11-28 05:38:11,overcast clouds
48,Qaanaaq,77.484,-69.3632,-4.38,96,98,3.02,GL,2021-11-28 05:38:12,overcast clouds
49,Rikitea,-23.1203,-134.9692,76.46,78,78,15.82,PF,2021-11-28 05:38:12,broken clouds
50,Bundaberg,-24.85,152.35,77.29,78,75,17.27,AU,2021-11-28 05:38:12,broken clouds
51,Fairbanks,64.8378,-147.7164,-16.64,69,90,0.0,US,2021-11-28 05:35:13,light snow
52,Castro,-24.7911,-50.0119,59.34,86,0,2.01,BR,2021-11-28 05:38:13,clear sky
53,Odate,40.2686,140.5683,44.74,81,75,5.75,JP,2021-11-28 05:38:13,broken clouds
54,Puerto Ayora,-0.7393,-90.3518,68.2,82,88,7.72,EC,2021-11-28 05:38:14,overcast clouds
55,Albany,42.6001,-73.9662,26.47,71,61,4.45,US,2021-11-28 05:35:56,broken clouds
